species,latitude,longitude,year
Streptanthus_tortuosus,37.7,-119.76,1958
Streptanthus_tortuosus,40.87,-123.15,1958
Streptanthus_tortuosus,36.71,-118.86,1958
Streptanthus_tortuosus,37.45,-118.78,1958
Streptanthus_tortuosus,39.36,-120.49,1958
Streptanthus_tortuosus,36.95,-118.45,1958
Streptanthus_tortuosus,37.21,-119.26,1958
Streptanthus_tortuosus,37.65,-119.31,1958
Streptanthus_tortuosus,37.66,-119.62,1958
Streptanthus_tortuosus,38.66,-120.04,1958
Streptanthus_tortuosus,37.15,-119.05,1958
Streptanthus_tortuosus,37.35,-118.91,1958
Streptanthus_tortuosus,38.93,-120.05,1959
Streptanthus_tortuosus,39.7,-120.66,1959
Streptanthus_tortuosus,41.36,-122.2,1959
Streptanthus_tortuosus,37.54,-119.66,1959
Streptanthus_tortuosus,37.67,-119.65,1959
Streptanthus_tortuosus,39.85,-120.95,1959
Streptanthus_tortuosus,37.97,-119.28,1959
Streptanthus_tortuosus,40.66,-122.64,1960
Streptanthus_tortuosus,37.75,-120.27,1960
Streptanthus_tortuosus,36.81,-118.81,1960
Streptanthus_tortuosus,40.45,-121.57,1960
Streptanthus_tortuosus,41.37,-122.2,1960
Streptanthus_tortuosus,40.47,-121.52,1960
Streptanthus_tortuosus,38.33,-121.77,1961
Streptanthus_tortuosus,41.62,-121.49,1961
Streptanthus_tortuosus,38.32,-119.67,1961
Streptanthus_tortuosus,37.98,-119.28,1961
Streptanthus_tortuosus,39.41,-120.49,1961
Streptanthus_tortuosus,37.65,-120.46,1962
Streptanthus_tortuosus,39.36,-120.75,1962
Streptanthus_tortuosus,39.3,-121.08,1962
Streptanthus_tortuosus,36.3,-121.71,1962
Streptanthus_tortuosus,37.66,-119.87,1962
Streptanthus_tortuosus,41.36,-122.36,1962
Streptanthus_tortuosus,38.78,-119.91,1962
Streptanthus_tortuosus,38.54,-120.32,1962
Streptanthus_tortuosus,37.29,-119.1,1962
Streptanthus_tortuosus,37.29,-119.52,1962
Streptanthus_tortuosus,39.38,-120.62,1962
Streptanthus_tortuosus,39.15,-120.41,1962
Streptanthus_tortuosus,38.13,-119.68,1962
Streptanthus_tortuosus,36.11,-118.48,1962
Streptanthus_tortuosus,36.61,-118.79,1962
Streptanthus_tortuosus,38.69,-119.99,1962
Streptanthus_tortuosus,37.94,-119.25,1962
Streptanthus_tortuosus,37.97,-119.28,1962
Streptanthus_tortuosus,37.63,-120.15,1963
Streptanthus_tortuosus,37.9,-120.58,1963
Streptanthus_tortuosus,39.23,-121.09,1963
Streptanthus_tortuosus,39.9,-121.36,1963
Streptanthus_tortuosus,38.82,-120.03,1963
Streptanthus_tortuosus,36.67,-118.88,1963
Streptanthus_tortuosus,38.79,-120.16,1963
Streptanthus_tortuosus,38.33,-119.71,1963
Streptanthus_tortuosus,37.84,-119.58,1963
Streptanthus_tortuosus,37.68,-119.78,1964
Streptanthus_tortuosus,37.84,-120.35,1964
Streptanthus_tortuosus,38.88,-120.08,1964
Streptanthus_tortuosus,36.14,-118.48,1964
Streptanthus_tortuosus,36.83,-118.88,1965
Streptanthus_tortuosus,40.71,-123.94,1965
Streptanthus_tortuosus,39.33,-120.57,1965
Streptanthus_tortuosus,39.42,-120.65,1965
Streptanthus_tortuosus,36.07,-118.53,1965
Streptanthus_tortuosus,36.64,-118.82,1965
Streptanthus_tortuosus,36.67,-118.83,1965
Streptanthus_tortuosus,35.89,-118.74,1966
Streptanthus_tortuosus,39.55,-121.43,1966
Streptanthus_tortuosus,39.6,-121.54,1966
Streptanthus_tortuosus,40.74,-123.01,1966
Streptanthus_tortuosus,38.33,-119.54,1966
Streptanthus_tortuosus,41.02,-122.95,1966
Streptanthus_tortuosus,36.44,-118.58,1966
Streptanthus_tortuosus,37.59,-119.33,1966
Streptanthus_tortuosus,36.83,-118.9,1967
Streptanthus_tortuosus,41.4,-122.99,1967
Streptanthus_tortuosus,39.97,-121.28,1967
Streptanthus_tortuosus,41.36,-122.21,1967
Streptanthus_tortuosus,41.41,-123.22,1967
Streptanthus_tortuosus,37.97,-119.29,1967
Streptanthus_tortuosus,41.2,-122.52,1967
Streptanthus_tortuosus,38.74,-120.01,1967
Streptanthus_tortuosus,37.29,-119.1,1967
Streptanthus_tortuosus,39.41,-120.5,1967
Streptanthus_tortuosus,37.95,-119.29,1967
Streptanthus_tortuosus,36.6,-118.72,1967
Streptanthus_tortuosus,39.56,-120.83,1967
Streptanthus_tortuosus,35.89,-118.74,1968
Streptanthus_tortuosus,39.33,-120.39,1968
Streptanthus_tortuosus,41.02,-123.16,1968
Streptanthus_tortuosus,41.35,-122.34,1968
Streptanthus_tortuosus,39.79,-122.94,1968
Streptanthus_tortuosus,41.81,-123.72,1968
Streptanthus_tortuosus,41.41,-123.22,1968
Streptanthus_tortuosus,39.09,-120.92,1969
Streptanthus_tortuosus,39,-120.79,1969
Streptanthus_tortuosus,39.57,-120.71,1969
Streptanthus_tortuosus,39.3,-120.32,1969
Streptanthus_tortuosus,36.43,-118.58,1969
Streptanthus_tortuosus,41.58,-123.09,1969
Streptanthus_tortuosus,41.36,-122.2,1969
Streptanthus_tortuosus,37.81,-119.51,1969
Streptanthus_tortuosus,36.43,-118.59,1969
Streptanthus_tortuosus,37.28,-119.07,1969
Streptanthus_tortuosus,37.57,-119.82,1970
Streptanthus_tortuosus,36.62,-119.09,1970
Streptanthus_tortuosus,39.29,-121.13,1970
Streptanthus_tortuosus,36.82,-118.83,1970
Streptanthus_tortuosus,35.68,-118.67,1970
Streptanthus_tortuosus,36.67,-118.83,1970
Streptanthus_tortuosus,39.68,-121.11,1970
Streptanthus_tortuosus,38.85,-120.2,1970
Streptanthus_tortuosus,38.4,-119.99,1970
Streptanthus_tortuosus,39.33,-120.48,1970
Streptanthus_tortuosus,39.42,-120.85,1971
Streptanthus_tortuosus,39.05,-120.13,1971
Streptanthus_tortuosus,39.51,-121.03,1971
Streptanthus_tortuosus,39.33,-120.36,1971
Streptanthus_tortuosus,38.1,-120,1971
Streptanthus_tortuosus,40.04,-122.85,1971
Streptanthus_tortuosus,40.94,-123.14,1971
Streptanthus_tortuosus,38.73,-119.98,1971
Streptanthus_tortuosus,38.86,-120.11,1971
Streptanthus_tortuosus,37.64,-119.93,1972
Streptanthus_tortuosus,40.66,-122.65,1972
Streptanthus_tortuosus,36.04,-118.55,1972
Streptanthus_tortuosus,40.34,-123.54,1972
Streptanthus_tortuosus,40.36,-123.54,1972
Streptanthus_tortuosus,38.86,-120.21,1972
Streptanthus_tortuosus,38.88,-120.09,1972
Streptanthus_tortuosus,38.9,-120.12,1972
Streptanthus_tortuosus,39.6,-121.54,1973
Streptanthus_tortuosus,39.57,-120.71,1973
Streptanthus_tortuosus,37.59,-118.99,1973
Streptanthus_tortuosus,39.43,-120.36,1973
Streptanthus_tortuosus,38.67,-119.97,1973
Streptanthus_tortuosus,37.71,-119.16,1973
Streptanthus_tortuosus,37.06,-119.58,1974
Streptanthus_tortuosus,39.25,-121.32,1974
Streptanthus_tortuosus,39.6,-121.54,1974
Streptanthus_tortuosus,38.11,-120.4,1974
Streptanthus_tortuosus,37.69,-118.94,1974
Streptanthus_tortuosus,38.67,-120.03,1974
Streptanthus_tortuosus,37.68,-118.94,1974
Streptanthus_tortuosus,38.73,-119.89,1974
Streptanthus_tortuosus,39.7,-120.69,1974
Streptanthus_tortuosus,37.69,-119.15,1974
Streptanthus_tortuosus,38.03,-120.24,1974
Streptanthus_tortuosus,35.93,-118.65,1975
Streptanthus_tortuosus,37.73,-119.57,1975
Streptanthus_tortuosus,40.96,-122.85,1975
Streptanthus_tortuosus,39.89,-121.27,1975
Streptanthus_tortuosus,39.92,-121.24,1975
Streptanthus_tortuosus,37.07,-118.97,1975
Streptanthus_tortuosus,39.93,-123.08,1975
Streptanthus_tortuosus,39.65,-121.34,1976
Streptanthus_tortuosus,41,-122.98,1976
Streptanthus_tortuosus,39.94,-121.01,1976
Streptanthus_tortuosus,39.42,-120.38,1976
Streptanthus_tortuosus,39.34,-120.89,1976
Streptanthus_tortuosus,37.66,-119.92,1977
Streptanthus_tortuosus,40.36,-123.54,1977
Streptanthus_tortuosus,39.33,-120.39,1977
Streptanthus_tortuosus,39.51,-122.94,1977
Streptanthus_tortuosus,38.46,-120,1977
Streptanthus_tortuosus,37.56,-118.89,1977
Streptanthus_tortuosus,38.14,-120.38,1978
Streptanthus_tortuosus,38.79,-120.86,1978
Streptanthus_tortuosus,39.6,-121.54,1978
Streptanthus_tortuosus,38.67,-122.63,1978
Streptanthus_tortuosus,39.57,-121.56,1979
Streptanthus_tortuosus,39.89,-123.59,1979
Streptanthus_tortuosus,37.88,-119.85,1979
Streptanthus_tortuosus,40.04,-121.25,1979
Streptanthus_tortuosus,37.45,-119.07,1979
Streptanthus_tortuosus,39.78,-120.89,1979
Streptanthus_tortuosus,39.39,-120.47,1979
Streptanthus_tortuosus,37.68,-119.06,1979
Streptanthus_tortuosus,39.65,-121.33,1980
Streptanthus_tortuosus,41.04,-122.36,1980
Streptanthus_tortuosus,36.91,-118.78,1980
Streptanthus_tortuosus,39.87,-123,1980
Streptanthus_tortuosus,39.8,-122.94,1980
Streptanthus_tortuosus,36.51,-118.8,1980
Streptanthus_tortuosus,41.58,-121.66,1980
Streptanthus_tortuosus,41.55,-121.71,1980
Streptanthus_tortuosus,36.91,-119.09,1981
Streptanthus_tortuosus,39.79,-121.34,1981
Streptanthus_tortuosus,39.84,-121.45,1981
Streptanthus_tortuosus,39.83,-121.47,1981
Streptanthus_tortuosus,39.61,-120.63,1981
Streptanthus_tortuosus,39.56,-123.17,1981
Streptanthus_tortuosus,39.64,-121.15,1981
Streptanthus_tortuosus,39.53,-123.11,1981
Streptanthus_tortuosus,40.2,-120.78,1981
Streptanthus_tortuosus,39.8,-121.31,1981
Streptanthus_tortuosus,38.05,-119.23,1981
Streptanthus_tortuosus,39.91,-123.66,1981
Streptanthus_tortuosus,39.32,-120.38,1981
Streptanthus_tortuosus,39.71,-121.56,1982
Streptanthus_tortuosus,39.59,-121.43,1982
Streptanthus_tortuosus,39.55,-121.21,1982
Streptanthus_tortuosus,39.52,-121.33,1982
Streptanthus_tortuosus,39.63,-121.14,1982
Streptanthus_tortuosus,39.78,-121.31,1982
Streptanthus_tortuosus,39.93,-123.65,1982
Streptanthus_tortuosus,39.73,-120.75,1982
Streptanthus_tortuosus,39.68,-120.66,1982
Streptanthus_tortuosus,40.45,-121.56,1982
Streptanthus_tortuosus,39.69,-120.68,1982
Streptanthus_tortuosus,36.08,-118.57,1982
Streptanthus_tortuosus,39.86,-120.89,1982
Streptanthus_tortuosus,37.62,-119.01,1982
Streptanthus_tortuosus,39.68,-120.9,1982
Streptanthus_tortuosus,39.98,-121.42,1982
Streptanthus_tortuosus,39.25,-120.38,1982
Streptanthus_tortuosus,39.78,-121.45,1983
Streptanthus_tortuosus,40.01,-121.22,1983
Streptanthus_tortuosus,36.05,-121.5,1983
Streptanthus_tortuosus,39.88,-123.08,1983
Streptanthus_tortuosus,39.52,-120.95,1983
Streptanthus_tortuosus,40.88,-123.03,1983
Streptanthus_tortuosus,39.62,-120.65,1983
Streptanthus_tortuosus,36.58,-118.66,1983
Streptanthus_tortuosus,37.89,-120.21,1984
Streptanthus_tortuosus,38.37,-122.44,1984
Streptanthus_tortuosus,39.6,-121.56,1984
Streptanthus_tortuosus,37.66,-120.15,1984
Streptanthus_tortuosus,37.77,-120.26,1984
Streptanthus_tortuosus,40.8,-123.42,1984
Streptanthus_tortuosus,40.66,-122.73,1984
Streptanthus_tortuosus,40.74,-123.05,1984
Streptanthus_tortuosus,39.55,-120.86,1984
Streptanthus_tortuosus,40.78,-123.33,1984
Streptanthus_tortuosus,38.95,-120.11,1984
Streptanthus_tortuosus,39.14,-120.23,1984
Streptanthus_tortuosus,39.78,-121.31,1984
Streptanthus_tortuosus,39.6,-121.44,1984
Streptanthus_tortuosus,39.75,-120.91,1984
Streptanthus_tortuosus,38.69,-119.99,1984
Streptanthus_tortuosus,39.67,-122.99,1984
Streptanthus_tortuosus,39.91,-123.09,1984
Streptanthus_tortuosus,37.75,-119.78,1984
Streptanthus_tortuosus,38.62,-119.92,1984
Streptanthus_tortuosus,37.92,-119.26,1984
Streptanthus_tortuosus,41.58,-121.66,1984
Streptanthus_tortuosus,39.62,-120.66,1984
Streptanthus_tortuosus,40.77,-123.05,1985
Streptanthus_tortuosus,41.12,-122.81,1985
Streptanthus_tortuosus,39.66,-121.33,1985
Streptanthus_tortuosus,38.86,-120.07,1985
Streptanthus_tortuosus,36.66,-118.83,1985
Streptanthus_tortuosus,39.37,-120.69,1985
Streptanthus_tortuosus,38.35,-122.43,1986
Streptanthus_tortuosus,36.82,-119.33,1986
Streptanthus_tortuosus,40.47,-123.19,1986
Streptanthus_tortuosus,37.7,-119.85,1986
Streptanthus_tortuosus,38.54,-120.37,1986
Streptanthus_tortuosus,40.03,-122.8,1986
Streptanthus_tortuosus,41.93,-123.18,1986
Streptanthus_tortuosus,40.45,-121.56,1986
Streptanthus_tortuosus,37.94,-119.21,1986
Streptanthus_tortuosus,39.76,-121.46,1987
Streptanthus_tortuosus,39.19,-120.25,1987
Streptanthus_tortuosus,41.49,-121.62,1987
Streptanthus_tortuosus,38.34,-119.79,1987
Streptanthus_tortuosus,39.35,-120.81,1988
Streptanthus_tortuosus,38.41,-120.14,1988
Streptanthus_tortuosus,41.01,-121.98,1988
Streptanthus_tortuosus,36.42,-118.6,1988
Streptanthus_tortuosus,41.17,-122.33,1988
Streptanthus_tortuosus,40.44,-121.31,1988
Streptanthus_tortuosus,38.89,-120.12,1988
Streptanthus_tortuosus,38.65,-122.6,1990
Streptanthus_tortuosus,36.84,-118.79,1990
Streptanthus_tortuosus,36.85,-118.77,1990
Streptanthus_tortuosus,36.86,-118.75,1990
Streptanthus_tortuosus,36.83,-118.71,1990
Streptanthus_tortuosus,39.71,-121.5,1991
Streptanthus_tortuosus,40.44,-121.38,1992
Streptanthus_tortuosus,40.52,-121.51,1992
Streptanthus_tortuosus,37.86,-119.21,1992
Streptanthus_tortuosus,40.03,-121.4,1992
Streptanthus_tortuosus,39.66,-121.3,1993
Streptanthus_tortuosus,41.04,-122.27,1993
Streptanthus_tortuosus,39.58,-121.16,1993
Streptanthus_tortuosus,39.68,-121.35,1993
Streptanthus_tortuosus,41.15,-122.36,1993
Streptanthus_tortuosus,41.18,-122.47,1993
Streptanthus_tortuosus,38.85,-120.07,1993
Streptanthus_tortuosus,39.25,-120.34,1993
Streptanthus_tortuosus,38.04,-119.26,1993
Streptanthus_tortuosus,37.55,-119.41,1993
Streptanthus_tortuosus,40.72,-122.21,1994
Streptanthus_tortuosus,39.67,-121.23,1994
Streptanthus_tortuosus,41.14,-122.47,1994
Streptanthus_tortuosus,39.74,-121.03,1994
Streptanthus_tortuosus,39.84,-121.41,1994
Streptanthus_tortuosus,39.54,-120.66,1994
Streptanthus_tortuosus,39.76,-120.86,1994
Streptanthus_tortuosus,37.46,-119.53,1994
Streptanthus_tortuosus,37,-119.6,1995
Streptanthus_tortuosus,36.82,-118.83,1995
Streptanthus_tortuosus,39.02,-120.78,1995
Streptanthus_tortuosus,41.11,-122,1995
Streptanthus_tortuosus,37.8,-119.98,1996
Streptanthus_tortuosus,36.76,-119.21,1996
Streptanthus_tortuosus,39.8,-121.45,1996
Streptanthus_tortuosus,39.83,-121.41,1996
Streptanthus_tortuosus,39.06,-120.57,1996
Streptanthus_tortuosus,40.63,-121.62,1996
Streptanthus_tortuosus,36.99,-118.98,1996
Streptanthus_tortuosus,36.72,-118.8,1996
Streptanthus_tortuosus,40.45,-122.9,1996
Streptanthus_tortuosus,41.35,-122.25,1996
Streptanthus_tortuosus,36.84,-118.79,1997
Streptanthus_tortuosus,37.27,-118.97,1997
Streptanthus_tortuosus,41.42,-121.65,1997
Streptanthus_tortuosus,38.85,-120.06,1997
Streptanthus_tortuosus,39.6,-121.56,1998
Streptanthus_tortuosus,37.18,-120,1998
Streptanthus_tortuosus,39.11,-121.24,1998
Streptanthus_tortuosus,40.67,-122.69,1998
Streptanthus_tortuosus,39.6,-121.55,1998
Streptanthus_tortuosus,41.33,-122.64,1998
Streptanthus_tortuosus,39.44,-120.52,1998
Streptanthus_tortuosus,35.66,-121.06,1998
Streptanthus_tortuosus,36.81,-118.81,1999
Streptanthus_tortuosus,40.89,-122.42,2000
Streptanthus_tortuosus,37.75,-118.68,2000
Streptanthus_tortuosus,40.04,-122.83,2000
Streptanthus_tortuosus,39.55,-121.43,2001
Streptanthus_tortuosus,37.84,-120.65,2001
Streptanthus_tortuosus,36.18,-118.6,2001
Streptanthus_tortuosus,37.62,-119.09,2001
Streptanthus_tortuosus,41.33,-123,2001
Streptanthus_tortuosus,37.51,-119.72,2001
Streptanthus_tortuosus,36.96,-119.02,2003
Streptanthus_tortuosus,39.34,-121.35,2005
Streptanthus_tortuosus,39.87,-121.41,2005
Streptanthus_tortuosus,39.88,-121.46,2005
Streptanthus_tortuosus,40.88,-123.76,2005
Streptanthus_tortuosus,40.13,-121.7,2005
Streptanthus_tortuosus,38.81,-120.38,2005
Streptanthus_tortuosus,39.6,-121.54,2006
Streptanthus_tortuosus,39.86,-121.47,2006
Streptanthus_tortuosus,39.77,-121.46,2006
Streptanthus_tortuosus,38.79,-120.22,2006
Streptanthus_tortuosus,39.74,-120.71,2006
Streptanthus_tortuosus,39.49,-120.88,2006
Streptanthus_tortuosus,39.75,-120.88,2006
Streptanthus_tortuosus,41.33,-123,2006
Streptanthus_tortuosus,39.69,-121.11,2006
Streptanthus_tortuosus,37.18,-118.74,2006
Streptanthus_tortuosus,38.8,-120.24,2006
Streptanthus_tortuosus,37.07,-118.93,2006
Streptanthus_tortuosus,37.08,-118.97,2006
Streptanthus_tortuosus,37.29,-119.1,2006
Streptanthus_tortuosus,40.01,-121.18,2007
Streptanthus_tortuosus,38.02,-119.52,2007
Streptanthus_tortuosus,37.41,-119.96,2008
Streptanthus_tortuosus,38.64,-120.14,2008
Streptanthus_tortuosus,39.29,-120.3,2008
Streptanthus_tortuosus,41.36,-122.24,2008
Streptanthus_tortuosus,37.84,-119.66,2008
Streptanthus_tortuosus,41.12,-123.69,2009
Streptanthus_tortuosus,41.16,-123.69,2009
Streptanthus_tortuosus,39,-120.38,2009
Streptanthus_tortuosus,39.6,-121.55,2010
Streptanthus_tortuosus,39.57,-121.55,2010
Streptanthus_tortuosus,38.33,-119.69,2010
Streptanthus_tortuosus,38.85,-120.23,2010
Streptanthus_tortuosus,37.86,-118.85,2010
Streptanthus_tortuosus,40.79,-123.46,2010
Streptanthus_tortuosus,39.6,-121.55,2011
Streptanthus_tortuosus,40.73,-122.22,2011
Streptanthus_tortuosus,39.41,-120.98,2011
Streptanthus_tortuosus,39.2,-120.78,2011
Streptanthus_tortuosus,39.32,-120.65,2011
Streptanthus_tortuosus,39.4,-120.64,2011
Streptanthus_tortuosus,37.36,-118.69,2011
Streptanthus_tortuosus,38.33,-120.2,2011
Streptanthus_tortuosus,39.32,-120.66,2011
Streptanthus_tortuosus,39.04,-120.15,2011
Streptanthus_tortuosus,38.61,-119.95,2011
Streptanthus_tortuosus,39.82,-121.13,2012
Streptanthus_tortuosus,39.75,-120.91,2012
Streptanthus_tortuosus,38.32,-119.67,2012
Streptanthus_tortuosus,39.6,-121.55,2013
Streptanthus_tortuosus,39.34,-120.81,2013
Streptanthus_tortuosus,36.02,-118.62,2013
Streptanthus_tortuosus,38.62,-119.92,2013
Streptanthus_tortuosus,36.83,-118.71,2013
Streptanthus_tortuosus,37.25,-119.46,2013
Streptanthus_tortuosus,39.34,-120.81,2014
Streptanthus_tortuosus,39.3,-120.67,2014
Streptanthus_tortuosus,40.91,-122.45,2014
Streptanthus_tortuosus,39.42,-120.95,2014
Streptanthus_tortuosus,36.82,-118.82,2014
Streptanthus_tortuosus,36.73,-118.82,2014
Streptanthus_tortuosus,38.88,-120.03,2014
Streptanthus_tortuosus,38.13,-122.58,2015
Streptanthus_tortuosus,36.05,-118.6,2015
Streptanthus_tortuosus,41.09,-122.63,2015
Streptanthus_tortuosus,38.49,-119.8,2015
Streptanthus_tortuosus,39.52,-121.34,2016
Streptanthus_tortuosus,41.3,-123.37,2016
